Property.URL,Building.Class,Building.Size,Corridor,Lot.Size,No of Rooms,No..Stories,Parking.Ratio,Price,Price.Per.Room,Property.Subtype,Property Type,Property URL ,Sale.Type,Year.Built,Year.Built.Renovated,Building.Size.SF,Price.Numeric,Price.per.SF,Latitude,Longitude
430-W-Merritt-Island-Cswy-Merritt-Island-FL30795325,C,"9,084 SF",Exterior,0.46 AC,23,2,"1.76/1,000 SF","$4,950,000 ","$215,217 ",Hotel,Hospitality,https://www.loopnet.com/Listing/430-W-Merritt-Island-Cswy-Merritt-Island-FL/30795325/,Investment,1959,,9084,4950000,544.91,-80.7054799,28.357264
419-Amelia-St-Key-West-FL30692491,C,"7,616 SF",Exterior,0.14 AC,15,2,,"$13,500,000 ","$900,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/419-Amelia-St-Key-West-FL/30692491/,Investment,1943,,7616,13500000,1772.58,-81.7986323,24.549586
21485-NW-27th-Ave-Miami-Gardens-FL30682969,B,"125,031 SF",Interior,4.77 AC,217,9,"4/1,000 SF","$30,000,000 ","$138,249 ",Hotel,Hospitality,https://www.loopnet.com/Listing/21485-NW-27th-Ave-Miami-Gardens-FL/30682969/,Investment,NA,1973/2017,125031,3.00E+07,239.94,-80.2449829,25.9712072
140-N-Federal-Hwy-Dania-Beach-FL31074119,C,"4,023 SF",Exterior,0.32 AC,12,2,"2.98/1,000 SF","$2,600,000 ","$216,667 ",Hotel,Hospitality,https://www.loopnet.com/Listing/140-N-Federal-Hwy-Dania-Beach-FL/31074119/,Investment,1967,,4023,2600000,646.28,-80.1433926,26.0551003
4131-W-Vine-St-Kissimmee-FL30781237,B,"24,952 SF",Exterior,1.36 AC,54,2,,"$3,500,000 ","$64,815 ",Hotel,Hospitality,https://www.loopnet.com/Listing/4131-W-Vine-St-Kissimmee-FL/30781237/,Investment,1984,,24952,3500000,140.27,-81.4474159,28.3048905
155-SW-Old-St-Augustine-Rd-Madison-FL30957386,C,"18,532 SF",Exterior,16.92 AC,32,1,"3.78/1,000 SF","$1,750,000 ","$54,688 ",Hotel,Hospitality,https://www.loopnet.com/Listing/155-SW-Old-St-Augustine-Rd-Madison-FL/30957386/,Investment,1984,,18532,1750000,94.43,-83.3555976,30.3920727
900-Broad-Ave-S-Naples-FL30788785,B,,,4.88 AC,NA,NA,"1.34/1,000 SF","$899,000 ",,Hotel,Hospitality (Condo),https://www.loopnet.com/Listing/900-Broad-Ave-S-Naples-FL/30788785/,Investment or Owner User,1963,,NA,899000,NA,-81.7935025,26.1335143
4736-4740-W-Irlo-Bronson-Memorial-Hwy-Kissimmee-FL27178829,B,"69,314 SF",Exterior,6.88 AC,126,3,"4.33/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/4736-4740-W-Irlo-Bronson-Memorial-Hwy-Kissimmee-FL/27178829/,Investment,NA,1984/2023,69314,NA,NA,-81.4723106,28.3240319
4291-Shoal-Line-Blvd-Hernando-Beach-FL31047530,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/4291-Shoal-Line-Blvd-Hernando-Beach-FL/31047530/,,NA,,NA,NA,NA,-82.6501357,28.4939601
2550-E-Irlo-Bronson-Memorial-Hwy-Kissimmee-FL30876675,C,"6,000 SF",Exterior,3.00 AC,20,1,"2.42/1,000 SF","$4,100,000 ","$205,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2550-E-Irlo-Bronson-Memorial-Hwy-Kissimmee-FL/30876675/,Investment,NA,1955/2023,6000,4100000,683.33,-81.3406183,28.2750201
44199-Highway-27-N-Davenport-FL30691746,C,,,6.01 AC,NA,NA,"1.97/1,000 SF","$390,000 ",,Hotel,Hospitality (Condo),https://www.loopnet.com/Listing/44199-Highway-27-N-Davenport-FL/30691746/,Owner User,1973,,NA,390000,NA,-81.6507039,28.2368505
275-S-34th-St-Saint-Petersburg-FL25819775,C,"18,782 SF",Exterior,0.41 AC,45,2,"2.66/1,000 SF","$4,500,000 ","$100,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/275-S-34th-St-Saint-Petersburg-FL/25819775/,Investment,1963,,18782,4500000,239.59,-82.6384451,27.7671271
2020-Hamilton-Ave-Jennings-FL30725466,C,"26,654 SF",Exterior,2.44 AC,76,1,"2.93/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/2020-Hamilton-Ave-Jennings-FL/30725466/,Investment,1987,,26654,NA,NA,-83.1224683,30.5919799
808-N-Bay-Blvd-Anna-Maria-FL30850243,C,"5,630 SF",Exterior,0.55 AC,9,1,"3.37/1,000 SF","$7,300,000 ","$811,111 ",Hotel,Hospitality,https://www.loopnet.com/Listing/808-N-Bay-Blvd-Anna-Maria-FL/30850243/,Investment,1948,,5630,7300000,1296.63,-82.7425529,27.5381605
12101-Challenger-Pky-Orlando-FL30852336,B,"40,860 SF",Interior,1.93 AC,70,3,"1.76/1,000 SF","$9,100,000 ","$130,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/12101-Challenger-Pky-Orlando-FL/30852336/,Investment,NA,1998/2022,40860,9100000,222.71,-81.2071092,28.5738483
2011-S-Atlantic-Ave-Daytona-Beach-Shores-FL31012535,C,"18,312 SF",Exterior,0.43 AC,27,3,"1.53/1,000 SF","$5,949,000 ","$220,333 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2011-S-Atlantic-Ave-Daytona-Beach-Shores-FL/31012535/,Investment,NA,1987/1998,18312,5949000,324.87,-80.9955462,29.2023779
12100-Gulf-Blvd-Treasure-Island-FL31091617,C,"3,780 SF",Exterior,0.10 AC,9,2,"2.91/1,000 SF","$2,999,000 ","$333,222 ",Hotel,Hospitality,https://www.loopnet.com/Listing/12100-Gulf-Blvd-Treasure-Island-FL/31091617/,Investment,NA,1956/2020,3780,2999000,793.39,-82.779064,27.77688
12035-Gulf-Blvd-Treasure-Island-FL30612756,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/12035-Gulf-Blvd-Treasure-Island-FL/30612756/,,NA,,NA,NA,NA,-82.778258,27.7768855
6904-W-County-Highway-30A-Santa-Rosa-Beach-FL29042652,C,"31,025 SF",Interior,3.00 AC,36,3,"4.42/1,000 SF","$11,900,000 ","$330,556 ",Hotel,Hospitality,https://www.loopnet.com/Listing/6904-W-County-Highway-30A-Santa-Rosa-Beach-FL/29042652/,Investment,2018,,31025,11900000,383.56,-86.2647026,30.3632827
3726-SW-40th-Blvd-Gainesville-FL30944669,B,"107,162 SF",Interior,5.66 AC,205,3,"0.5/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/3726-SW-40th-Blvd-Gainesville-FL/30944669/,Investment,1986,,107162,NA,NA,-82.3851047,29.6193005
852374-US-Highway-17-Yulee-FL30753809,B,"85,000 SF",Exterior,7.00 AC,156,2,,"$3,900,000 ","$25,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/852374-US-Highway-17-Yulee-FL/30753809/,Investment,NA,1982/2013,85000,3900000,45.88,-81.6720341,30.7143808
2568-First-St-Fort-Myers-FL31027941,C,"7,696 SF",Interior,0.55 AC,26,2,,"$2,200,000 ","$84,615 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2568-First-St-Fort-Myers-FL/31027941/,Investment,1955,,7696,2200000,285.86,-81.8622018,26.648205
208-E-Henry-St-Savannah-GA29187874,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/208-E-Henry-St-Savannah-GA/29187874/,,NA,,NA,NA,NA,-81.0951988,32.0627839
1595-E-Park-Place-Blvd-Stone-Mountain-GA30954655,B,"23,374 SF",Exterior,1.69 AC,59,2,"8.56/1,000 SF","$5,800,000 ","$98,305 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1595-E-Park-Place-Blvd-Stone-Mountain-GA/30954655/,Investment,1997,,23374,5800000,248.14,-84.1128937,33.8266072
2980-Evans-Mill-Rd-Lithonia-GA30948828,B,"30,618 SF",Interior,1.66 AC,60,3,"1.63/1,000 SF","$5,500,000 ","$91,667 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2980-Evans-Mill-Rd-Lithonia-GA/30948828/,Investment,2002,,30618,5500000,179.63,-84.1210427,33.6983372
115-Chapman-Rd-Byron-GA28991108,C,"24,002 SF",Exterior,1.72 AC,60,2,"3.49/1,000 SF","$3,200,000 ","$53,333 ",Hotel,Hospitality,https://www.loopnet.com/Listing/115-Chapman-Rd-Byron-GA/28991108/,Investment,NA,1995/2020,24002,3200000,133.32,-83.745698,32.6609852
384-Peachtree-St-NE-Atlanta-GA29743713,B,"120,000 SF",Interior,0.94 AC,160,12,"0.54/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/384-Peachtree-St-NE-Atlanta-GA/29743713/,Investment,2026,,120000,NA,NA,-84.3859418,33.7650171
102-Valley-Dr-Perry-GA26545547,C,"50,618 SF",Interior,2.46 AC,78,2,"1.8/1,000 SF","$3,000,000 ","$38,462 ",Hotel,Hospitality,https://www.loopnet.com/Listing/102-Valley-Dr-Perry-GA/26545547/,Investment,1965,,50618,3.00E+06,59.27,-83.745769,32.4713515
970-Elbert-St-Elberton-GA28617655,C,"17,272 SF",Interior,1.48 AC,42,2,"2.14/1,000 SF","$2,800,000 ","$66,667 ",Hotel,Hospitality,https://www.loopnet.com/Listing/970-Elbert-St-Elberton-GA/28617655/,Investment,NA,1994/2018,17272,2800000,162.11,-82.8488752,34.0897741
5793-Roswell-Rd-NE-Atlanta-GA29180575,B,"40,236 SF",Interior,1.65 AC,80,5,"1.22/1,000 SF","$9,500,000 ","$118,750 ",Hotel,Hospitality,https://www.loopnet.com/Listing/5793-Roswell-Rd-NE-Atlanta-GA/29180575/,Investment,NA,1970/2003,40236,9500000,236.11,-84.3780692,33.913007
4498-Washington-Rd-East-Point-GA28072482,B,"49,299 SF",Interior,2.43 AC,97,3,"1.5/1,000 SF","$8,000,000 ","$82,474 ",Hotel,Hospitality,https://www.loopnet.com/Listing/4498-Washington-Rd-East-Point-GA/28072482/,Investment,1973,,49299,8.00E+06,162.28,-84.4917795,33.633407
3452-Macon-Rd-Columbus-GA30217050,B,"54,850 SF",Exterior,0.96 AC,119,5,"1.73/1,000 SF","$5,500,000 ","$46,218 ",Hotel,Hospitality,https://www.loopnet.com/Listing/3452-Macon-Rd-Columbus-GA/30217050/,Investment,1981,,54850,5500000,100.27,-84.9377661,32.4828535
1105-Martha-Berry-Blvd-NE-Rome-GA28203792,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/1105-Martha-Berry-Blvd-NE-Rome-GA/28203792/,,NA,,NA,NA,NA,-85.1807814,34.2643582
5355-Stone-Mountain-Hwy-Stone-Mountain-GA30884891,C,"32,297 SF",Interior,1.26 AC,57,3,"2.17/1,000 SF","$6,500,000 ","$114,035 ",Hotel,Hospitality,https://www.loopnet.com/Listing/5355-Stone-Mountain-Hwy-Stone-Mountain-GA/30884891/,Investment,NA,1999/2022,32297,6500000,201.26,-84.1161518,33.8232334
1911-Sullivan-Rd-College-Park-GA29705904,B,"29,934 SF",Interior,1.42 AC,63,4,"1.67/1,000 SF","$5,300,000 ","$84,127 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1911-Sullivan-Rd-College-Park-GA/29705904/,Investment,NA,1997/2013,29934,5300000,177.06,-84.4537342,33.6265939
1201-Martha-Berry-Blvd-NW-Rome-GA28114697,C,"11,339 SF",Exterior,1.81 AC,28,1,,"$1,800,000 ","$64,286 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1201-Martha-Berry-Blvd-NW-Rome-GA/28114697/,Investment,1959,,11339,1800000,158.74,-85.1803158,34.2650977
1556-Phoenix-Blvd-College-Park-GA29367541,B,"43,500 SF",Interior,1.45 AC,87,5,"2.3/1,000 SF","$11,500,000 ","$132,184 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1556-Phoenix-Blvd-College-Park-GA/29367541/,Investment,NA,2001/2014,43500,11500000,264.37,-84.4400371,33.6139693
171-Copperhead-Pky-Blairsville-GA26946468,B,"12,500 SF",Exterior,8.43 AC,11,2,,"$1,290,000 ","$117,273 ",Hotel,Hospitality,https://www.loopnet.com/Listing/171-Copperhead-Pky-Blairsville-GA/26946468/,Investment,2006,,12500,1290000,103.2,-84.0924162,34.8656772
24-Van-Horne-Ave-Tybee-Island-GA30669028,C,"5,600 SF",Interior,0.35 AC,7,2,"2.14/1,000 SF","$2,500,000 ","$357,143 ",Bed and Breakfast,Hospitality,https://www.loopnet.com/Listing/24-Van-Horne-Ave-Tybee-Island-GA/30669028/,Investment,NA,1902/2022,5600,2500000,446.43,-80.8444173,32.0162366
105-Osborne-St-Saint-Marys-GA29843260,B,"12,246 SF",Interior,0.34 AC,18,2,"8.16/1,000 SF","$4,125,000 ","$229,167 ",Hotel,Hospitality,https://www.loopnet.com/Listing/105-Osborne-St-Saint-Marys-GA/29843260/,Investment,1916,,12246,4125000,336.84,-81.5487156,30.7205714
1325-E-King-Ave-Kingsland-GA30068961,C,"25,613 SF",Interior,1.95 AC,59,3,,"$5,650,000 ","$95,763 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1325-E-King-Ave-Kingsland-GA/30068961/,Investment,2006,,25613,5650000,220.59,-81.6545978,30.7911071
340-Willow-Creek-Dr-Blue-Ridge-GA30054584,C,"16,000 SF",Exterior,19.90 AC,16,1,,"$3,900,000 ","$243,750 ",Hotel,Hospitality,https://www.loopnet.com/Listing/340-Willow-Creek-Dr-Blue-Ridge-GA/30054584/,Investment,2019,,16000,3900000,243.75,-84.3938128,34.850658
109-W-Liberty-St-Savannah-GA28776205,B,"6,040 SF",Interior,0.07 AC,9,5,"1.49/1,000 SF","$4,550,000 ","$505,556 ",Bed and BreakfastHospitality Hotel,Hospitality,https://www.loopnet.com/Listing/109-W-Liberty-St-Savannah-GA/28776205/,Investment,NA,1871/2006,6040,4550000,753.31,-81.0951041,32.074837
4295-Pio-Nono-Ave-Macon-GA30189202,C,"46,073 SF",Exterior,3.13 AC,119,2,"3.23/1,000 SF","$3,300,000 ","$27,731 ",Hotel,Hospitality,https://www.loopnet.com/Listing/4295-Pio-Nono-Ave-Macon-GA/30189202/,Investment,NA,1973/2022,46073,3300000,71.63,-83.6676432,32.7856554
1007-S-M-L-King-Jr-Blvd-Americus-GA29404655,B,"20,704 SF",Exterior,2.00 AC,50,2,"3.38/1,000 SF","$1,850,000 ","$37,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1007-S-M-L-King-Jr-Blvd-Americus-GA/29404655/,Investment,1966,,20704,1850000,89.35,-84.2437635,32.074855
102-Fillmore-St-Twin-Falls-ID30318812,C,"3,943 SF",Interior,0.28 AC,4,3,"1.01/1,000 SF","$1,075,000 ","$268,750 ",Bed and BreakfastHospitality Hotel,Hospitality,https://www.loopnet.com/Listing/102-Fillmore-St-Twin-Falls-ID/30318812/,Investment,NA,1935/1990,3943,1075000,272.64,-114.4648962,42.5633733
13-Gott-Ln-Salmon-ID26566891,B,"10,740 SF",Interior,12.04 AC,6,3,"0.93/1,000 SF","$3,200,000 ","$533,333 ",Bed and BreakfastHospitality Hotel,Hospitality,https://www.loopnet.com/Listing/13-Gott-Ln-Salmon-ID/26566891/,Investment or Owner User,NA,1995/2010,10740,3200000,297.95,-113.9100339,45.1747804
809-W-Custer-Rd-Mackay-ID28838177,B,"2,100 SF",Exterior,2.22 AC,21,1,"10/1,000 SF","$1,995,000 ","$95,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/809-W-Custer-Rd-Mackay-ID/28838177/,Investment,1947,,2100,1995000,950,-82.8635232,43.4492573
807-N-Fifth-Ave-Sandpoint-ID22509239,C,"35,774 SF",Interior,1.48 AC,62,2,"3.27/1,000 SF","$4,500,000 ","$72,581 ",Hotel,Hospitality,https://www.loopnet.com/Listing/807-N-Fifth-Ave-Sandpoint-ID/22509239/,Investment,NA,1960/2005,35774,4500000,125.79,-116.5534494,48.2814057
1502-W-Franklin-St-Boise-ID30683009,,,,,NA,NA,,,,,,https://www.loopnet.com/Listing/1502-W-Franklin-St-Boise-ID/30683009/,,NA,,NA,NA,NA,-116.2073894,43.6246864
7743-Highway-12-Kooskia-ID31094341,C,"6,147 SF",Exterior,4.97 AC,8,1,,"$2,150,000 ","$268,750 ",Hotel,Hospitality,https://www.loopnet.com/Listing/7743-Highway-12-Kooskia-ID/31094341/,Investment,2005,,6147,2150000,349.76,-115.7252869,46.1511854
2526-Airport-Way-Boise-ID26325980,B,"26,993 SF",Interior,1.13 AC,61,2,"2.11/1,000 SF","$5,200,000 ","$85,246 ",Hotel,Hospitality,https://www.loopnet.com/Listing/2526-Airport-Way-Boise-ID/26325980/,Investment,1987,,26993,5200000,192.64,-116.2122704,43.5698378
418-W-Spruce-St-Mackay-ID28978935,C,"3,700 SF",Exterior,0.22 AC,5,2,"2.97/1,000 SF","$579,500 ","$115,900 ",Hotel,Hospitality,https://www.loopnet.com/Listing/418-W-Spruce-St-Mackay-ID/28978935/,Investment,NA,1910/1980,3700,579500,156.62,-82.4680158,27.9591771
1201-S-13th-St-Decatur-IN31056020,C,"28,132 SF",Interior,2.00 AC,58,2,"2.13/1,000 SF","$3,700,000 ","$63,793 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1201-S-13th-St-Decatur-IN/31056020/,Investment,1998,,28132,3700000,131.52,-84.9364308,40.8159135
7618-Old-State-Road-60-Sellersburg-IN29886544,C,"53,718 SF",Exterior,2.88 AC,93,2,"2.23/1,000 SF","$3,700,000 ","$39,785 ",Hotel,Hospitality,https://www.loopnet.com/Listing/7618-Old-State-Road-60-Sellersburg-IN/29886544/,Investment,NA,1972/2020,53718,3700000,68.88,-85.7577326,38.372604
1915-Mississippi-St-Hobart-IN30265333,B,"30,615 SF",Interior,1.33 AC,60,3,"2.12/1,000 SF","$5,999,999 ","$100,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1915-Mississippi-St-Hobart-IN/30265333/,Investment,NA,1995/2023,30615,5999999,195.98,-87.3159593,41.5050967
1710-N-Kinser-Pike-Bloomington-IN29951084,B,"73,406 SF",Interior,2.26 AC,118,4,"1.29/1,000 SF","$9,000,000 ","$76,271 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1710-N-Kinser-Pike-Bloomington-IN/29951084/,Investment,NA,1974/2008,73406,9.00E+06,122.61,-86.5365168,39.1856749
161-Carrie-Ln-Columbus-IN29855404,C,"30,336 SF",Exterior,1.72 AC,80,2,"3.16/1,000 SF","$3,500,000 ","$43,750 ",Hotel,Hospitality,https://www.loopnet.com/Listing/161-Carrie-Ln-Columbus-IN/29855404/,Investment,NA,1987/2023,30336,3500000,115.37,-85.9601186,39.1993248
6200-Melton-Rd-Portage-IN31030442,B,"65,772 SF",Interior,2.75 AC,100,4,"1.93/1,000 SF","$6,600,000 ","$66,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/6200-Melton-Rd-Portage-IN/31030442/,Investment,NA,1969/2009,65772,6600000,100.35,-87.1760212,41.5994114
1800-S-Old-Decker-Rd-Vincennes-IN24548858,C,"25,080 SF",Exterior,5.13 AC,39,2,"1.59/1,000 SF","$1,970,000 ","$50,513 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1800-S-Old-Decker-Rd-Vincennes-IN/24548858/,Investment,NA,1993/1998,25080,1970000,78.55,-87.5277236,38.6506686
300-S-State-Road-446-Bloomington-IN6529886,C,"19,627 SF",Exterior,1.75 AC,21,2,,"$3,500,000 ","$166,667 ",Hotel,Hospitality,https://www.loopnet.com/Listing/300-S-State-Road-446-Bloomington-IN/6529886/,Investment,1980,,19627,3500000,178.33,-88.9750931,40.4771089
951-Wernsing-Rd-Jasper-IN30889693,C,"32,000 SF",Interior,0.86 AC,64,2,"3.5/1,000 SF","$2,500,000 ","$39,063 ",Hotel,Hospitality,https://www.loopnet.com/Listing/951-Wernsing-Rd-Jasper-IN/30889693/,Investment,NA,1975/2017,32000,2500000,78.12,-86.9431626,38.3751025
8850-E-21st-St-Indianapolis-IN30910996,B,"56,089 SF",Exterior,3.43 AC,80,2,"2.23/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/8850-E-21st-St-Indianapolis-IN/30910996/,Investment,1973,,56089,NA,NA,-86.0119186,39.7969255
6200-Melton-Rd-Gary-IN29268923,C,"39,791 SF",Exterior,1.88 AC,113,2,"2.14/1,000 SF","$3,450,000 ","$30,531 ",Hotel,Hospitality,https://www.loopnet.com/Listing/6200-Melton-Rd-Gary-IN/29268923/,Investment,1960,,39791,3450000,86.7,-87.1760483,41.5994513
1335-US-27-N-Berne-IN31056015,C,"23,954 SF",Interior,3.56 AC,45,2,"2.17/1,000 SF","$2,200,000 ","$48,889 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1335-US-27-N-Berne-IN/31056015/,Investment,1995,,23954,2200000,91.84,-84.9548084,40.6709222
535-W-University-Dr-Mishawaka-IN29530991,B,"43,550 SF",Interior,1.32 AC,64,2,"2.87/1,000 SF","$3,400,000 ","$53,125 ",Hotel,Hospitality,https://www.loopnet.com/Listing/535-W-University-Dr-Mishawaka-IN/29530991/,Investment,1997,,43550,3400000,78.07,-86.1825162,41.7182108
3320-W-Coliseum-Blvd-Fort-Wayne-IN30713744,C,"32,516 SF",Interior,3.88 AC,126,2,"2.35/1,000 SF","$3,000,000 ","$23,810 ",Hotel,Hospitality,https://www.loopnet.com/Listing/3320-W-Coliseum-Blvd-Fort-Wayne-IN/30713744/,Investment,1974,,32516,3.00E+06,92.26,-85.1881847,41.1187813
235-Frontage-Rd-Columbia-City-IN30669304,C,"21,125 SF",Interior,2.32 AC,52,2,"1.46/1,000 SF","$2,700,000 ","$51,923 ",Hotel,Hospitality,https://www.loopnet.com/Listing/235-Frontage-Rd-Columbia-City-IN/30669304/,Investment,1986,,21125,2700000,127.81,-85.4873021,41.1696609
1312-Gilbert-St-Charles-City-IA31011751,C,"14,587 SF",Exterior,1.95 AC,24,2,"2.99/1,000 SF","$449,000 ","$18,708 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1312-Gilbert-St-Charles-City-IA/31011751/,Investment,1965,,14587,449000,30.78,-90.4974359,38.7881062
226-W-5th-St-Waterloo-IA29997977,C,"25,000 SF",Interior,0.64 AC,68,5,"2/1,000 SF","$2,575,000 ","$37,868 ",Hotel,Hospitality,https://www.loopnet.com/Listing/226-W-5th-St-Waterloo-IA/29997977/,Investment,1964,,25000,2575000,103,-92.3425775,42.492786
1530-Main-St-Osage-IA29302810,B,"15,930 SF",Interior,1.20 AC,34,2,,,,Hotel,Hospitality,https://www.loopnet.com/Listing/1530-Main-St-Osage-IA/29302810/,Investment,2000,,15930,NA,NA,-92.8190838,43.2841382
210-10th-St-SE-Oelwein-IA30366533,B,"17,373 SF",Interior,1.69 AC,40,2,"2.19/1,000 SF","$1,050,000 ","$26,250 ",Hotel,Hospitality,https://www.loopnet.com/Listing/210-10th-St-SE-Oelwein-IA/30366533/,Investment,NA,1996/2019,17373,1050000,60.44,-91.9093896,42.6637157
102-Elkader-St-Strawberry-Point-IA27582210,C,"22,443 SF",Interior,0.39 AC,16,3,,"$700,000 ","$43,750 ",Hotel,Hospitality,https://www.loopnet.com/Listing/102-Elkader-St-Strawberry-Point-IA/27582210/,Investment,1902,,22443,7.00E+05,31.19,-91.5339137,42.6837419
3718-Douglas-Ave-Des-Moines-IA30152997,C,"3,612 SF",Exterior,0.38 AC,11,1,"3.32/1,000 SF","$1,200,000 ","$109,091 ",Hotel,Hospitality,https://www.loopnet.com/Listing/3718-Douglas-Ave-Des-Moines-IA/30152997/,Investment,NA,1949/2023,3612,1200000,332.23,-93.6679686,41.629187
350-Bell-St-Dubuque-IA31016502,A,"132,465 SF",Interior,6.50 AC,193,7,"2.23/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/350-Bell-St-Dubuque-IA/31016502/,Investment,2002,,132465,NA,NA,-90.6564878,42.4965723
3040-5th-Ave-S-Fort-Dodge-IA30679897,B,"20,000 SF",Interior,2.07 AC,67,2,,,,Hotel,Hospitality,https://www.loopnet.com/Listing/3040-5th-Ave-S-Fort-Dodge-IA/30679897/,Investment,1984,,20000,NA,NA,-94.1537358,42.5026557
3330-Kimberly-Rd-Davenport-IA29119633,B,"62,204 SF",Interior,5.12 AC,113,2,"3.21/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/3330-Kimberly-Rd-Davenport-IA/29119633/,Investment,1985,,62204,NA,NA,-90.6254732,41.5606652
105-Essie-Davison-Dr-Clarinda-IA31021460,B,"19,324 SF",Interior,2.01 AC,40,2,"4.76/1,000 SF","$4,200,000 ","$105,000 ",Hotel,Hospitality,https://www.loopnet.com/Listing/105-Essie-Davison-Dr-Clarinda-IA/31021460/,Investment,2018,,19324,4200000,217.35,-95.0399478,40.723438
1825-Laporte-Rd-Waterloo-IA30907135,C,"23,166 SF",Interior,1.09 AC,62,3,"3.11/1,000 SF","$1,450,000 ","$23,387 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1825-Laporte-Rd-Waterloo-IA/30907135/,Investment,1988,,23166,1450000,62.59,-92.3204165,42.4682706
2900-Jackson-St-Sioux-City-IA28908984,C,"8,221 SF",Interior,0.42 AC,6,4,,"$899,000 ","$149,833 ",Bed and Breakfast,Hospitality,https://www.loopnet.com/Listing/2900-Jackson-St-Sioux-City-IA/28908984/,Investment,NA,1894/2010,8221,899000,109.35,-96.4018712,42.5209764
5020-NE-14th-St-Des-Moines-IA28261308,C,"24,004 SF",Exterior,1.06 AC,57,2,,"$3,000,000 ","$52,632 ",Hotel,Hospitality,https://www.loopnet.com/Listing/5020-NE-14th-St-Des-Moines-IA/28261308/,Investment,NA,1959/2020,24004,3.00E+06,124.98,-93.6012833,41.6517382
2600-SE-16th-St-Ames-IA31030811,C,"36,350 SF",Interior,2.22 AC,85,2,"2.75/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/2600-SE-16th-St-Ames-IA/31030811/,Investment,NA,1985/2019,36350,NA,NA,-93.5783034,42.0080785
103-Sergeant-Square-Dr-Sergeant-Bluff-IA27245269,C,"21,570 SF",Exterior,3.89 AC,51,2,"3.43/1,000 SF","$1,800,000 ","$35,294 ",Hotel,Hospitality,https://www.loopnet.com/Listing/103-Sergeant-Square-Dr-Sergeant-Bluff-IA/27245269/,Investment,1979,,21570,1800000,83.45,-96.3650323,42.3988084
222-W-2nd-St-Ottumwa-IA30615154,B,"29,212 SF",Interior,1.10 AC,54,3,"2.16/1,000 SF","$3,500,000 ","$64,815 ",Hotel,Hospitality,https://www.loopnet.com/Listing/222-W-2nd-St-Ottumwa-IA/30615154/,Investment,NA,2003/2017,29212,3500000,119.81,-92.4139624,41.0196869
907-S-Washington-St-Bloomfield-IA30679859,C,"20,233 SF",Interior,4.38 AC,22,1,"2.42/1,000 SF",,,Hotel,Hospitality,https://www.loopnet.com/Listing/907-S-Washington-St-Bloomfield-IA/30679859/,Investment,1980,,20233,NA,NA,-92.4114153,40.7406781
515-W-Water-St-Fayette-IA31074598,C,"25,398 SF",Interior,4.62 AC,41,2,"1.97/1,000 SF","$1,800,000 ","$43,902 ",Hotel,Hospitality,https://www.loopnet.com/Listing/515-W-Water-St-Fayette-IA/31074598/,Investment,NA,2001/2022,25398,1800000,70.87,-91.8087722,42.8447718
1919-Central-Ave-Estherville-IA30015306,C,"14,469 SF",Interior,0.91 AC,34,2,,"$1,350,000 ","$39,706 ",Hotel,Hospitality,https://www.loopnet.com/Listing/1919-Central-Ave-Estherville-IA/30015306/,Investment,1995,,14469,1350000,93.3,-94.8167894,43.4023451
